 v-sweep         ID              Gds            
 9.96000000e-01  8.20316414e-07  1.67466981e-07 
 1.00200000e+00  8.21319507e-07  1.66902525e-07 
 1.00800000e+00  8.22319227e-07  1.66342267e-07 
 1.01400000e+00  8.23315598e-07  1.65786160e-07 
 1.02000000e+00  8.24308644e-07  1.65234160e-07 
 1.02600000e+00  8.25298391e-07  1.64686223e-07 
 1.03200000e+00  8.26284863e-07  1.64142306e-07 
 1.03800000e+00  8.27268083e-07  1.63602365e-07 
 1.04400000e+00  8.28248075e-07  1.63066360e-07 
 1.05000000e+00  8.29224863e-07  1.62534249e-07 
 1.05600000e+00  8.30198471e-07  1.62005992e-07 
 1.06200000e+00  8.31168920e-07  1.61481549e-07 
 1.06800000e+00  8.32136234e-07  1.60960881e-07 
 1.07400000e+00  8.33100435e-07  1.60443950e-07 
 1.08000000e+00  8.34061546e-07  1.59930718e-07 
 1.08600000e+00  8.35019589e-07  1.59421149e-07 
 1.09200000e+00  8.35974585e-07  1.58915205e-07 
 1.09800000e+00  8.36926557e-07  1.58412852e-07 
 1.10400000e+00  8.37875525e-07  1.57914055e-07 
 1.11000000e+00  8.38821512e-07  1.57418778e-07 
 1.11600000e+00  8.39764537e-07  1.56926990e-07 
 1.12200000e+00  8.40704621e-07  1.56438656e-07 
 1.12800000e+00  8.41641787e-07  1.55953745e-07 
 1.13400000e+00  8.42576053e-07  1.55472226e-07 
 1.14000000e+00  8.43507440e-07  1.54994066e-07 
 1.14600000e+00  8.44435968e-07  1.54519236e-07 
 1.15200000e+00  8.45361657e-07  1.54047706e-07 
 1.15800000e+00  8.46284527e-07  1.53579447e-07 
 1.16400000e+00  8.47204598e-07  1.53114430e-07 
 1.17000000e+00  8.48121888e-07  1.52652629e-07 
 1.17600000e+00  8.49036416e-07  1.52194016e-07 
 1.18200000e+00  8.49948203e-07  1.51738564e-07 
 1.18800000e+00  8.50857266e-07  1.51286248e-07 
 1.19400000e+00  8.51763625e-07  1.50837042e-07 
 1.20000000e+00  8.52667299e-07  1.50390922e-07 
