DCXY        Vout        V(OUT)     
-7.2400E-01  1.7125E-01  1.7125E-01
-7.2200E-01  1.7212E-01  1.7212E-01
-7.2000E-01  1.7298E-01  1.7298E-01
-7.1800E-01  1.7385E-01  1.7385E-01
-7.1600E-01  1.7472E-01  1.7472E-01
-7.1400E-01  1.7559E-01  1.7559E-01
-7.1200E-01  1.7646E-01  1.7646E-01
-7.1000E-01  1.7733E-01  1.7733E-01
-7.0800E-01  1.7820E-01  1.7820E-01
-7.0600E-01  1.7907E-01  1.7907E-01
-7.0400E-01  1.7994E-01  1.7994E-01
-7.0200E-01  1.8081E-01  1.8081E-01
-7.0000E-01  1.8169E-01  1.8169E-01
-6.9800E-01  1.8256E-01  1.8256E-01
-6.9600E-01  1.8344E-01  1.8344E-01
-6.9400E-01  1.8432E-01  1.8432E-01
-6.9200E-01  1.8519E-01  1.8519E-01
-6.9000E-01  1.8607E-01  1.8607E-01
-6.8800E-01  1.8695E-01  1.8695E-01
-6.8600E-01  1.8783E-01  1.8783E-01
-6.8400E-01  1.8871E-01  1.8871E-01
-6.8200E-01  1.8959E-01  1.8959E-01
-6.8000E-01  1.9047E-01  1.9047E-01
-6.7800E-01  1.9135E-01  1.9135E-01
-6.7600E-01  1.9224E-01  1.9224E-01
-6.7400E-01  1.9312E-01  1.9312E-01
-6.7200E-01  1.9401E-01  1.9401E-01
-6.7000E-01  1.9489E-01  1.9489E-01
-6.6800E-01  1.9578E-01  1.9578E-01
-6.6600E-01  1.9666E-01  1.9666E-01
-6.6400E-01  1.9755E-01  1.9755E-01
-6.6200E-01  1.9844E-01  1.9844E-01
-6.6000E-01  1.9933E-01  1.9933E-01
-6.5800E-01  2.0022E-01  2.0022E-01
-6.5600E-01  2.0111E-01  2.0111E-01
-6.5400E-01  2.0200E-01  2.0200E-01
-6.5200E-01  2.0289E-01  2.0289E-01
-6.5000E-01  2.0378E-01  2.0378E-01
-6.4800E-01  2.0467E-01  2.0467E-01
-6.4600E-01  2.0557E-01  2.0557E-01
-6.4400E-01  2.0646E-01  2.0646E-01
-6.4200E-01  2.0735E-01  2.0735E-01
-6.4000E-01  2.0825E-01  2.0825E-01
-6.3800E-01  2.0915E-01  2.0915E-01
-6.3600E-01  2.1004E-01  2.1004E-01
-6.3400E-01  2.1094E-01  2.1094E-01
-6.3200E-01  2.1184E-01  2.1184E-01
-6.3000E-01  2.1273E-01  2.1273E-01
-6.2800E-01  2.1363E-01  2.1363E-01
-6.2600E-01  2.1453E-01  2.1453E-01
-6.2400E-01  2.1543E-01  2.1543E-01
-6.2200E-01  2.1633E-01  2.1633E-01
-6.2000E-01  2.1724E-01  2.1724E-01
-6.1800E-01  2.1814E-01  2.1814E-01
-6.1600E-01  2.1904E-01  2.1904E-01
-6.1400E-01  2.1994E-01  2.1994E-01
-6.1200E-01  2.2085E-01  2.2085E-01
-6.1000E-01  2.2175E-01  2.2175E-01
-6.0800E-01  2.2266E-01  2.2266E-01
-6.0600E-01  2.2356E-01  2.2356E-01
-6.0400E-01  2.2447E-01  2.2447E-01
-6.0200E-01  2.2538E-01  2.2538E-01
-6.0000E-01  2.2628E-01  2.2628E-01
-5.9800E-01  2.2719E-01  2.2719E-01
-5.9600E-01  2.2810E-01  2.2810E-01
-5.9400E-01  2.2901E-01  2.2901E-01
-5.9200E-01  2.2992E-01  2.2992E-01
-5.9000E-01  2.3083E-01  2.3083E-01
-5.8800E-01  2.3174E-01  2.3174E-01
-5.8600E-01  2.3265E-01  2.3265E-01
-5.8400E-01  2.3356E-01  2.3356E-01
-5.8200E-01  2.3448E-01  2.3448E-01
-5.8000E-01  2.3539E-01  2.3539E-01
-5.7800E-01  2.3630E-01  2.3630E-01
-5.7600E-01  2.3722E-01  2.3722E-01
-5.7400E-01  2.3813E-01  2.3813E-01
-5.7200E-01  2.3905E-01  2.3905E-01
-5.7000E-01  2.3996E-01  2.3996E-01
-5.6800E-01  2.4088E-01  2.4088E-01
-5.6600E-01  2.4180E-01  2.4180E-01
-5.6400E-01  2.4272E-01  2.4272E-01
-5.6200E-01  2.4363E-01  2.4363E-01
-5.6000E-01  2.4455E-01  2.4455E-01
-5.5800E-01  2.4547E-01  2.4547E-01
-5.5600E-01  2.4639E-01  2.4639E-01
-5.5400E-01  2.4731E-01  2.4731E-01
-5.5200E-01  2.4823E-01  2.4823E-01
-5.5000E-01  2.4915E-01  2.4915E-01
-5.4800E-01  2.5008E-01  2.5008E-01
-5.4600E-01  2.5100E-01  2.5100E-01
-5.4400E-01  2.5192E-01  2.5192E-01
-5.4200E-01  2.5284E-01  2.5284E-01
-5.4000E-01  2.5377E-01  2.5377E-01
-5.3800E-01  2.5469E-01  2.5469E-01
-5.3600E-01  2.5562E-01  2.5562E-01
-5.3400E-01  2.5654E-01  2.5654E-01
-5.3200E-01  2.5747E-01  2.5747E-01
-5.3000E-01  2.5840E-01  2.5840E-01
-5.2800E-01  2.5932E-01  2.5932E-01
-5.2600E-01  2.6025E-01  2.6025E-01
-5.2400E-01  2.6118E-01  2.6118E-01
-5.2200E-01  2.6211E-01  2.6211E-01
-5.2000E-01  2.6304E-01  2.6304E-01
-5.1800E-01  2.6397E-01  2.6397E-01
-5.1600E-01  2.6490E-01  2.6490E-01
-5.1400E-01  2.6583E-01  2.6583E-01
-5.1200E-01  2.6676E-01  2.6676E-01
-5.1000E-01  2.6769E-01  2.6769E-01
-5.0800E-01  2.6862E-01  2.6862E-01
-5.0600E-01  2.6955E-01  2.6955E-01
-5.0400E-01  2.7049E-01  2.7049E-01
-5.0200E-01  2.7142E-01  2.7142E-01
-5.0000E-01  2.7235E-01  2.7235E-01
-4.9800E-01  2.7329E-01  2.7329E-01
-4.9600E-01  2.7422E-01  2.7422E-01
-4.9400E-01  2.7516E-01  2.7516E-01
-4.9200E-01  2.7609E-01  2.7609E-01
-4.9000E-01  2.7703E-01  2.7703E-01
-4.8800E-01  2.7797E-01  2.7797E-01
-4.8600E-01  2.7890E-01  2.7890E-01
-4.8400E-01  2.7984E-01  2.7984E-01
-4.8200E-01  2.8078E-01  2.8078E-01
-4.8000E-01  2.8172E-01  2.8172E-01
-4.7800E-01  2.8266E-01  2.8266E-01
-4.7600E-01  2.8360E-01  2.8360E-01
-4.7400E-01  2.8454E-01  2.8454E-01
-4.7200E-01  2.8548E-01  2.8548E-01
-4.7000E-01  2.8642E-01  2.8642E-01
-4.6800E-01  2.8736E-01  2.8736E-01
-4.6600E-01  2.8830E-01  2.8830E-01
-4.6400E-01  2.8925E-01  2.8925E-01
-4.6200E-01  2.9019E-01  2.9019E-01
-4.6000E-01  2.9113E-01  2.9113E-01
-4.5800E-01  2.9208E-01  2.9208E-01
-4.5600E-01  2.9302E-01  2.9302E-01
-4.5400E-01  2.9396E-01  2.9396E-01
-4.5200E-01  2.9491E-01  2.9491E-01
-4.5000E-01  2.9586E-01  2.9586E-01
-4.4800E-01  2.9680E-01  2.9680E-01
-4.4600E-01  2.9775E-01  2.9775E-01
-4.4400E-01  2.9870E-01  2.9870E-01
-4.4200E-01  2.9964E-01  2.9964E-01
-4.4000E-01  3.0059E-01  3.0059E-01
-4.3800E-01  3.0154E-01  3.0154E-01
-4.3600E-01  3.0249E-01  3.0249E-01
-4.3400E-01  3.0344E-01  3.0344E-01
-4.3200E-01  3.0439E-01  3.0439E-01
-4.3000E-01  3.0534E-01  3.0534E-01
-4.2800E-01  3.0629E-01  3.0629E-01
-4.2600E-01  3.0724E-01  3.0724E-01
-4.2400E-01  3.0819E-01  3.0819E-01
-4.2200E-01  3.0914E-01  3.0914E-01
-4.2000E-01  3.1009E-01  3.1009E-01
-4.1800E-01  3.1105E-01  3.1105E-01
-4.1600E-01  3.1200E-01  3.1200E-01
-4.1400E-01  3.1295E-01  3.1295E-01
-4.1200E-01  3.1391E-01  3.1391E-01
-4.1000E-01  3.1486E-01  3.1486E-01
-4.0800E-01  3.1582E-01  3.1582E-01
-4.0600E-01  3.1677E-01  3.1677E-01
-4.0400E-01  3.1773E-01  3.1773E-01
-4.0200E-01  3.1868E-01  3.1868E-01
-4.0000E-01  3.1964E-01  3.1964E-01
-3.9800E-01  3.2060E-01  3.2060E-01
-3.9600E-01  3.2156E-01  3.2156E-01
-3.9400E-01  3.2251E-01  3.2251E-01
-3.9200E-01  3.2347E-01  3.2347E-01
-3.9000E-01  3.2443E-01  3.2443E-01
-3.8800E-01  3.2539E-01  3.2539E-01
-3.8600E-01  3.2635E-01  3.2635E-01
-3.8400E-01  3.2731E-01  3.2731E-01
-3.8200E-01  3.2827E-01  3.2827E-01
-3.8000E-01  3.2923E-01  3.2923E-01
-3.7800E-01  3.3019E-01  3.3019E-01
-3.7600E-01  3.3116E-01  3.3116E-01
-3.7400E-01  3.3212E-01  3.3212E-01
-3.7200E-01  3.3308E-01  3.3308E-01
-3.7000E-01  3.3404E-01  3.3404E-01
-3.6800E-01  3.3501E-01  3.3501E-01
-3.6600E-01  3.3597E-01  3.3597E-01
-3.6400E-01  3.3694E-01  3.3694E-01
-3.6200E-01  3.3790E-01  3.3790E-01
-3.6000E-01  3.3887E-01  3.3887E-01
-3.5800E-01  3.3983E-01  3.3983E-01
-3.5600E-01  3.4080E-01  3.4080E-01
-3.5400E-01  3.4177E-01  3.4177E-01
-3.5200E-01  3.4273E-01  3.4273E-01
-3.5000E-01  3.4370E-01  3.4370E-01
-3.4800E-01  3.4467E-01  3.4467E-01
-3.4600E-01  3.4564E-01  3.4564E-01
-3.4400E-01  3.4660E-01  3.4660E-01
-3.4200E-01  3.4757E-01  3.4757E-01
-3.4000E-01  3.4854E-01  3.4854E-01
-3.3800E-01  3.4951E-01  3.4951E-01
-3.3600E-01  3.5048E-01  3.5048E-01
-3.3400E-01  3.5146E-01  3.5146E-01
-3.3200E-01  3.5243E-01  3.5243E-01
-3.3000E-01  3.5340E-01  3.5340E-01
-3.2800E-01  3.5437E-01  3.5437E-01
-3.2600E-01  3.5534E-01  3.5534E-01
-3.2400E-01  3.5632E-01  3.5632E-01
-3.2200E-01  3.5729E-01  3.5729E-01
-3.2000E-01  3.5826E-01  3.5826E-01
-3.1800E-01  3.5924E-01  3.5924E-01
-3.1600E-01  3.6021E-01  3.6021E-01
-3.1400E-01  3.6119E-01  3.6119E-01
-3.1200E-01  3.6216E-01  3.6216E-01
-3.1000E-01  3.6314E-01  3.6314E-01
-3.0800E-01  3.6412E-01  3.6412E-01
-3.0600E-01  3.6509E-01  3.6509E-01
-3.0400E-01  3.6607E-01  3.6607E-01
-3.0200E-01  3.6705E-01  3.6705E-01
-3.0000E-01  3.6803E-01  3.6803E-01
-2.9800E-01  3.6901E-01  3.6901E-01
-2.9600E-01  3.6999E-01  3.6999E-01
-2.9400E-01  3.7097E-01  3.7097E-01
-2.9200E-01  3.7195E-01  3.7195E-01
-2.9000E-01  3.7293E-01  3.7293E-01
-2.8800E-01  3.7391E-01  3.7391E-01
-2.8600E-01  3.7489E-01  3.7489E-01
-2.8400E-01  3.7587E-01  3.7587E-01
-2.8200E-01  3.7686E-01  3.7686E-01
-2.8000E-01  3.7784E-01  3.7784E-01
-2.7800E-01  3.7882E-01  3.7882E-01
-2.7600E-01  3.7981E-01  3.7981E-01
-2.7400E-01  3.8079E-01  3.8079E-01
-2.7200E-01  3.8178E-01  3.8178E-01
-2.7000E-01  3.8276E-01  3.8276E-01
-2.6800E-01  3.8375E-01  3.8375E-01
-2.6600E-01  3.8473E-01  3.8473E-01
-2.6400E-01  3.8572E-01  3.8572E-01
-2.6200E-01  3.8671E-01  3.8671E-01
-2.6000E-01  3.8770E-01  3.8770E-01
-2.5800E-01  3.8869E-01  3.8869E-01
-2.5600E-01  3.8968E-01  3.8968E-01
-2.5400E-01  3.9066E-01  3.9066E-01
-2.5200E-01  3.9166E-01  3.9166E-01
-2.5000E-01  3.9265E-01  3.9265E-01
-2.4800E-01  3.9364E-01  3.9364E-01
-2.4600E-01  3.9463E-01  3.9463E-01
-2.4400E-01  3.9562E-01  3.9562E-01
-2.4200E-01  3.9661E-01  3.9661E-01
-2.4000E-01  3.9761E-01  3.9761E-01
-2.3800E-01  3.9860E-01  3.9860E-01
-2.3600E-01  3.9960E-01  3.9960E-01
-2.3400E-01  4.0059E-01  4.0059E-01
-2.3200E-01  4.0159E-01  4.0159E-01
-2.3000E-01  4.0258E-01  4.0258E-01
-2.2800E-01  4.0358E-01  4.0358E-01
-2.2600E-01  4.0458E-01  4.0458E-01
-2.2400E-01  4.0558E-01  4.0558E-01
-2.2200E-01  4.0658E-01  4.0658E-01
-2.2000E-01  4.0757E-01  4.0757E-01
-2.1800E-01  4.0857E-01  4.0857E-01
-2.1600E-01  4.0958E-01  4.0958E-01
-2.1400E-01  4.1058E-01  4.1058E-01
-2.1200E-01  4.1158E-01  4.1158E-01
-2.1000E-01  4.1258E-01  4.1258E-01
-2.0800E-01  4.1359E-01  4.1359E-01
-2.0600E-01  4.1459E-01  4.1459E-01
-2.0400E-01  4.1560E-01  4.1560E-01
-2.0200E-01  4.1660E-01  4.1660E-01
-2.0000E-01  4.1761E-01  4.1761E-01
-1.9800E-01  4.1862E-01  4.1862E-01
-1.9600E-01  4.1962E-01  4.1962E-01
-1.9400E-01  4.2063E-01  4.2063E-01
-1.9200E-01  4.2164E-01  4.2164E-01
-1.9000E-01  4.2265E-01  4.2265E-01
-1.8800E-01  4.2367E-01  4.2367E-01
-1.8600E-01  4.2468E-01  4.2468E-01
-1.8400E-01  4.2569E-01  4.2569E-01
-1.8200E-01  4.2671E-01  4.2671E-01
-1.8000E-01  4.2772E-01  4.2772E-01
-1.7800E-01  4.2874E-01  4.2874E-01
-1.7600E-01  4.2976E-01  4.2976E-01
-1.7400E-01  4.3078E-01  4.3078E-01
-1.7200E-01  4.3180E-01  4.3180E-01
-1.7000E-01  4.3282E-01  4.3282E-01
-1.6800E-01  4.3384E-01  4.3384E-01
-1.6600E-01  4.3486E-01  4.3486E-01
-1.6400E-01  4.3589E-01  4.3589E-01
-1.6200E-01  4.3691E-01  4.3691E-01
-1.6000E-01  4.3794E-01  4.3794E-01
-1.5800E-01  4.3897E-01  4.3897E-01
-1.5600E-01  4.4000E-01  4.4000E-01
-1.5400E-01  4.4103E-01  4.4103E-01
-1.5200E-01  4.4207E-01  4.4207E-01
-1.5000E-01  4.4310E-01  4.4310E-01
-1.4800E-01  4.4414E-01  4.4414E-01
-1.4600E-01  4.4518E-01  4.4518E-01
-1.4400E-01  4.4622E-01  4.4622E-01
-1.4200E-01  4.4726E-01  4.4726E-01
-1.4000E-01  4.4830E-01  4.4830E-01
-1.3800E-01  4.4935E-01  4.4935E-01
-1.3600E-01  4.5040E-01  4.5040E-01
-1.3400E-01  4.5145E-01  4.5145E-01
-1.3200E-01  4.5250E-01  4.5250E-01
-1.3000E-01  4.5356E-01  4.5356E-01
-1.2800E-01  4.5462E-01  4.5462E-01
-1.2600E-01  4.5568E-01  4.5568E-01
-1.2400E-01  4.5674E-01  4.5674E-01
-1.2200E-01  4.5781E-01  4.5781E-01
-1.2000E-01  4.5888E-01  4.5888E-01
-1.1800E-01  4.5995E-01  4.5995E-01
-1.1600E-01  4.6103E-01  4.6103E-01
-1.1400E-01  4.6211E-01  4.6211E-01
-1.1200E-01  4.6319E-01  4.6319E-01
-1.1000E-01  4.6428E-01  4.6428E-01
-1.0800E-01  4.6537E-01  4.6537E-01
-1.0600E-01  4.6647E-01  4.6647E-01
-1.0400E-01  4.6757E-01  4.6757E-01
-1.0200E-01  4.6868E-01  4.6868E-01
-1.0000E-01  4.6979E-01  4.6979E-01
-9.8000E-02  4.7091E-01  4.7091E-01
-9.6000E-02  4.7203E-01  4.7203E-01
-9.4000E-02  4.7316E-01  4.7316E-01
-9.2000E-02  4.7430E-01  4.7430E-01
-9.0000E-02  4.7544E-01  4.7544E-01
-8.8000E-02  4.7660E-01  4.7660E-01
-8.6000E-02  4.7776E-01  4.7776E-01
-8.4000E-02  4.7892E-01  4.7892E-01
-8.2000E-02  4.8010E-01  4.8010E-01
-8.0000E-02  4.8129E-01  4.8129E-01
-7.8000E-02  4.8249E-01  4.8249E-01
-7.6000E-02  4.8370E-01  4.8370E-01
-7.4000E-02  4.8492E-01  4.8492E-01
-7.2000E-02  4.8615E-01  4.8615E-01
-7.0000E-02  4.8740E-01  4.8740E-01
-6.8000E-02  4.8866E-01  4.8866E-01
-6.6000E-02  4.8994E-01  4.8994E-01
-6.4000E-02  4.9124E-01  4.9124E-01
-6.2000E-02  4.9256E-01  4.9256E-01
-6.0000E-02  4.9389E-01  4.9389E-01
-5.8000E-02  4.9525E-01  4.9525E-01
-5.6000E-02  4.9663E-01  4.9663E-01
-5.4000E-02  4.9804E-01  4.9804E-01
-5.2000E-02  4.9948E-01  4.9948E-01
-5.0000E-02  5.0095E-01  5.0095E-01
-4.8000E-02  5.0246E-01  5.0246E-01
-4.6000E-02  5.0400E-01  5.0400E-01
-4.4000E-02  5.0559E-01  5.0559E-01
-4.2000E-02  5.0722E-01  5.0722E-01
-4.0000E-02  5.0890E-01  5.0890E-01
-3.8000E-02  5.1065E-01  5.1065E-01
-3.6000E-02  5.1245E-01  5.1245E-01
-3.4000E-02  5.1433E-01  5.1433E-01
-3.2000E-02  5.1630E-01  5.1630E-01
-3.0000E-02  5.1836E-01  5.1836E-01
-2.8000E-02  5.2053E-01  5.2053E-01
-2.6000E-02  5.2283E-01  5.2283E-01
-2.4000E-02  5.2527E-01  5.2527E-01
-2.2000E-02  5.2790E-01  5.2790E-01
-2.0000E-02  5.3073E-01  5.3073E-01
-1.8000E-02  5.3383E-01  5.3383E-01
-1.6000E-02  5.3724E-01  5.3724E-01
-1.4000E-02  5.4108E-01  5.4108E-01
-1.2000E-02  5.4545E-01  5.4545E-01
-1.0000E-02  5.5059E-01  5.5059E-01
-8.0000E-03  5.5682E-01  5.5682E-01
-6.0000E-03  5.6484E-01  5.6484E-01
-4.0000E-03  5.7616E-01  5.7616E-01
-2.0000E-03  5.9596E-01  5.9596E-01
 0.0000E+00  8.7214E-01  8.7214E-01
 2.0000E-03  1.4773E+00  1.4773E+00
 4.0000E-03  1.5193E+00  1.5193E+00
 6.0000E-03  1.5468E+00  1.5468E+00
 8.0000E-03  1.5681E+00  1.5681E+00
 1.0000E-02  1.5856E+00  1.5856E+00
 1.2000E-02  1.6006E+00  1.6006E+00
 1.4000E-02  1.6138E+00  1.6138E+00
 1.6000E-02  1.6256E+00  1.6256E+00
 1.8000E-02  1.6362E+00  1.6362E+00
 2.0000E-02  1.6460E+00  1.6460E+00
 2.2000E-02  1.6549E+00  1.6549E+00
 2.4000E-02  1.6632E+00  1.6632E+00
 2.6000E-02  1.6708E+00  1.6708E+00
 2.8000E-02  1.6780E+00  1.6780E+00
 3.0000E-02  1.6847E+00  1.6847E+00
 3.2000E-02  1.6909E+00  1.6909E+00
 3.4000E-02  1.6968E+00  1.6968E+00
 3.6000E-02  1.7023E+00  1.7023E+00
 3.8000E-02  1.7076E+00  1.7076E+00
 4.0000E-02  1.7125E+00  1.7125E+00
 4.2000E-02  1.7171E+00  1.7171E+00
 4.4000E-02  1.7215E+00  1.7215E+00
 4.6000E-02  1.7257E+00  1.7257E+00
 4.8000E-02  1.7296E+00  1.7296E+00
 5.0000E-02  1.7334E+00  1.7334E+00
 5.2000E-02  1.7369E+00  1.7369E+00
 5.4000E-02  1.7403E+00  1.7403E+00
 5.6000E-02  1.7434E+00  1.7434E+00
 5.8000E-02  1.7464E+00  1.7464E+00
 6.0000E-02  1.7493E+00  1.7493E+00
 6.2000E-02  1.7520E+00  1.7520E+00
 6.4000E-02  1.7546E+00  1.7546E+00
 6.6000E-02  1.7570E+00  1.7570E+00
 6.8000E-02  1.7593E+00  1.7593E+00
 7.0000E-02  1.7615E+00  1.7615E+00
 7.2000E-02  1.7636E+00  1.7636E+00
 7.4000E-02  1.7655E+00  1.7655E+00
 7.6000E-02  1.7674E+00  1.7674E+00
 7.8000E-02  1.7692E+00  1.7692E+00
 8.0000E-02  1.7708E+00  1.7708E+00
 8.2000E-02  1.7724E+00  1.7724E+00
 8.4000E-02  1.7739E+00  1.7739E+00
 8.6000E-02  1.7753E+00  1.7753E+00
 8.8000E-02  1.7767E+00  1.7767E+00
 9.0000E-02  1.7780E+00  1.7780E+00
 9.2000E-02  1.7792E+00  1.7792E+00
 9.4000E-02  1.7803E+00  1.7803E+00
 9.6000E-02  1.7814E+00  1.7814E+00
 9.8000E-02  1.7824E+00  1.7824E+00
 1.0000E-01  1.7834E+00  1.7834E+00
 1.0200E-01  1.7843E+00  1.7843E+00
 1.0400E-01  1.7852E+00  1.7852E+00
 1.0600E-01  1.7860E+00  1.7860E+00
 1.0800E-01  1.7868E+00  1.7868E+00
 1.1000E-01  1.7875E+00  1.7875E+00
 1.1200E-01  1.7882E+00  1.7882E+00
 1.1400E-01  1.7888E+00  1.7888E+00
 1.1600E-01  1.7895E+00  1.7895E+00
 1.1800E-01  1.7900E+00  1.7900E+00
 1.2000E-01  1.7906E+00  1.7906E+00
 1.2200E-01  1.7911E+00  1.7911E+00
 1.2400E-01  1.7916E+00  1.7916E+00
 1.2600E-01  1.7921E+00  1.7921E+00
 1.2800E-01  1.7925E+00  1.7925E+00
 1.3000E-01  1.7929E+00  1.7929E+00
 1.3200E-01  1.7933E+00  1.7933E+00
 1.3400E-01  1.7937E+00  1.7937E+00
 1.3600E-01  1.7940E+00  1.7940E+00
 1.3800E-01  1.7944E+00  1.7944E+00
 1.4000E-01  1.7947E+00  1.7947E+00
 1.4200E-01  1.7950E+00  1.7950E+00
 1.4400E-01  1.7952E+00  1.7952E+00
 1.4600E-01  1.7955E+00  1.7955E+00
 1.4800E-01  1.7958E+00  1.7958E+00
 1.5000E-01  1.7960E+00  1.7960E+00
 1.5200E-01  1.7962E+00  1.7962E+00
 1.5400E-01  1.7964E+00  1.7964E+00
 1.5600E-01  1.7966E+00  1.7966E+00
 1.5800E-01  1.7968E+00  1.7968E+00
 1.6000E-01  1.7970E+00  1.7970E+00
 1.6200E-01  1.7971E+00  1.7971E+00
 1.6400E-01  1.7973E+00  1.7973E+00
 1.6600E-01  1.7974E+00  1.7974E+00
 1.6800E-01  1.7976E+00  1.7976E+00
 1.7000E-01  1.7977E+00  1.7977E+00
 1.7200E-01  1.7978E+00  1.7978E+00
 1.7400E-01  1.7980E+00  1.7980E+00
 1.7600E-01  1.7981E+00  1.7981E+00
 1.7800E-01  1.7982E+00  1.7982E+00
 1.8000E-01  1.7983E+00  1.7983E+00
 1.8200E-01  1.7984E+00  1.7984E+00
 1.8400E-01  1.7985E+00  1.7985E+00
 1.8600E-01  1.7985E+00  1.7985E+00
 1.8800E-01  1.7986E+00  1.7986E+00
 1.9000E-01  1.7987E+00  1.7987E+00
 1.9200E-01  1.7988E+00  1.7988E+00
 1.9400E-01  1.7988E+00  1.7988E+00
 1.9600E-01  1.7989E+00  1.7989E+00
 1.9800E-01  1.7990E+00  1.7990E+00
 2.0000E-01  1.7990E+00  1.7990E+00
 2.0200E-01  1.7991E+00  1.7991E+00
 2.0400E-01  1.7991E+00  1.7991E+00
 2.0600E-01  1.7992E+00  1.7992E+00
 2.0800E-01  1.7992E+00  1.7992E+00
 2.1000E-01  1.7992E+00  1.7992E+00
 2.1200E-01  1.7993E+00  1.7993E+00
 2.1400E-01  1.7993E+00  1.7993E+00
