 frequency       inoise_spectrum onoise_spectrum
 8.44946611e+04  1.14339723e-07  1.40739153e-06 
 8.93757115e+04  1.13017667e-07  1.31514379e-06 
 9.45387283e+04  1.11753443e-07  1.22941014e-06 
 1.00000000e+05  1.10544983e-07  1.14969794e-06 
 1.05776756e+05  1.09390260e-07  1.07555362e-06 
 1.11887221e+05  1.08287296e-07  1.00655950e-06 
 1.18350673e+05  1.07234157e-07  9.42330915e-07 
 1.25187503e+05  1.06228955e-07  8.82513518e-07 
 1.32419279e+05  1.05269849e-07  8.26780842e-07 
 1.40068818e+05  1.04355046e-07  7.74832032e-07 
 1.48160252e+05  1.03482798e-07  7.26389776e-07 
 1.56719108e+05  1.02651407e-07  6.81198400e-07 
 1.65772389e+05  1.01859221e-07  6.39022117e-07 
 1.75348655e+05  1.01104635e-07  5.99643420e-07 
 1.85478119e+05  1.00386094e-07  5.62861605e-07 
 1.96192737e+05  9.97020893e-08  5.28491415e-07 
 2.07526313e+05  9.90511590e-08  4.96361797e-07 
 2.19514602e+05  9.84318900e-08  4.66314755e-07 
 2.32195425e+05  9.78429155e-08  4.38204304e-07 
 2.45608788e+05  9.72829157e-08  4.11895504e-07 
 2.59797009e+05  9.67506172e-08  3.87263577e-07 
 2.74804848e+05  9.62447922e-08  3.64193095e-07 
 2.90679654e+05  9.57642584e-08  3.42577234e-07 
 3.07471508e+05  9.53078782e-08  3.22317092e-07 
 3.25233387e+05  9.48745581e-08  3.03321058e-07 
 3.44021326e+05  9.44632482e-08  2.85504240e-07 
 3.63894599e+05  9.40729410e-08  2.68787933e-07 
 3.84915902e+05  9.37026714e-08  2.53099137e-07 
 4.07151555e+05  9.33515153e-08  2.38370108e-07 
 4.30671707e+05  9.30185894e-08  2.24537951e-07 
 4.55550561e+05  9.27030498e-08  2.11544245e-07 
 4.81866605e+05  9.24040919e-08  1.99334696e-07 
 5.09702863e+05  9.21209492e-08  1.87858825e-07 
 5.39147154e+05  9.18528930e-08  1.77069671e-07 
 5.70292370e+05  9.15992312e-08  1.66923529e-07 
 6.03236769e+05  9.13593082e-08  1.57379703e-07 
 6.38084285e+05  9.11325039e-08  1.48400276e-07 
 6.74944857e+05  9.09182335e-08  1.39949911e-07 
 7.13934775e+05  9.07159467e-08  1.31995653e-07 
 7.55177045e+05  9.05251279e-08  1.24506755e-07 
 7.98801781e+05  9.03452952e-08  1.17454518e-07 
 8.44946611e+05  9.01760007e-08  1.10812142e-07 
 8.93757115e+05  9.00168306e-08  1.04554588e-07 
 9.45387283e+05  8.98674047e-08  9.86584484e-08 
 1.00000000e+06  8.97273771e-08  9.31018381e-08 
 1.05776756e+06  8.95964366e-08  8.78642805e-08 
 1.11887221e+06  8.94743070e-08  8.29266108e-08 
 1.18350673e+06  8.93607480e-08  7.82708845e-08 
 1.25187503e+06  8.92555563e-08  7.38802921e-08 
 1.32419279e+06  8.91585666e-08  6.97390815e-08 
 1.40068818e+06  8.90696534e-08  6.58324858e-08 
 1.48160252e+06  8.89887326e-08  6.21466558e-08 
 1.56719108e+06  8.89157637e-08  5.86685985e-08 
 1.65772389e+06  8.88507520e-08  5.53861200e-08 
 1.75348655e+06  8.87937521e-08  5.22877719e-08 
 1.85478119e+06  8.87448705e-08  4.93628025e-08 
 1.96192737e+06  8.87042698e-08  4.66011108e-08 
 2.07526313e+06  8.86721731e-08  4.39932044e-08 
 2.19514602e+06  8.86488684e-08  4.15301602e-08 
 2.32195425e+06  8.86347147e-08  3.92035875e-08 
 2.45608788e+06  8.86301478e-08  3.70055950e-08 
 2.59797009e+06  8.86356874e-08  3.49287582e-08 
 2.74804848e+06  8.86519451e-08  3.29660912e-08 
 2.90679654e+06  8.86796328e-08  3.11110191e-08 
 3.07471508e+06  8.87195728e-08  2.93573526e-08 
 3.25233387e+06  8.87727086e-08  2.76992653e-08 
 3.44021326e+06  8.88401164e-08  2.61312714e-08 
 3.63894599e+06  8.89230192e-08  2.46482057e-08 
 3.84915902e+06  8.90228010e-08  2.32452056e-08 
 4.07151555e+06  8.91410233e-08  2.19176929e-08 
 4.30671707e+06  8.92794428e-08  2.06613590e-08 
 4.55550561e+06  8.94400311e-08  1.94721494e-08 
 4.81866605e+06  8.96249965e-08  1.83462508e-08 
 5.09702863e+06  8.98368073e-08  1.72800782e-08 
 5.39147154e+06  9.00782178e-08  1.62702644e-08 
 5.70292370e+06  9.03522965e-08  1.53136486e-08 
 6.03236769e+06  9.06624566e-08  1.44072676e-08 
 6.38084285e+06  9.10124895e-08  1.35483469e-08 
 6.74944857e+06  9.14066014e-08  1.27342922e-08 
 7.13934775e+06  9.18494521e-08  1.19626826e-08 
 7.55177045e+06  9.23461982e-08  1.12312630e-08 
 7.98801781e+06  9.29025393e-08  1.05379375e-08 
 8.44946611e+06  9.35247675e-08  9.88076247e-09 
 8.93757115e+06  9.42198219e-08  9.25794030e-09 
 9.45387283e+06  9.49953460e-08  8.66781193e-09 
 1.00000000e+07  9.58597501e-08  8.10884960e-09 
 1.05776756e+07  9.68222772e-08  7.57964875e-09 
 1.11887221e+07  9.78930730e-08  7.07891919e-09 
 1.18350673e+07  9.90832580e-08  6.60547533e-09 
 1.25187503e+07  1.00405003e-07  6.15822553e-09 
 1.32419279e+07  1.01871604e-07  5.73616046e-09 
 1.40068818e+07  1.03497555e-07  5.33834076e-09 
 1.48160252e+07  1.05298617e-07  4.96388409e-09 
 1.56719108e+07  1.07291876e-07  4.61195190e-09 
 1.65772389e+07  1.09495789e-07  4.28173647e-09 
 1.75348655e+07  1.11930207e-07  3.97244855e-09 
 1.85478119e+07  1.14616375e-07  3.68330613e-09 
 1.96192737e+07  1.17576894e-07  3.41352498e-09 
 2.07526313e+07  1.20835642e-07  3.16231112e-09 
 2.19514602e+07  1.24417641e-07  2.92885574e-09 
 2.32195425e+07  1.28348867e-07  2.71233270e-09 
 2.45608788e+07  1.32656000e-07  2.51189845e-09 
 2.59797009e+07  1.37366086e-07  2.32669446e-09 
 2.74804848e+07  1.42506147e-07  2.15585155e-09 
 2.90679654e+07  1.48102700e-07  1.99849590e-09 
 3.07471508e+07  1.54181216e-07  1.85375611e-09 
 3.25233387e+07  1.60765518e-07  1.72077079e-09 
 3.44021326e+07  1.67877134e-07  1.59869619e-09 
