 frequency       AmagdB          Aphdeg         
 4.07151555e+05  8.56225192e+00 -8.66435635e+01 
 4.30671707e+05  8.07712939e+00 -8.69860914e+01 
 4.55550561e+05  7.59160508e+00 -8.73193241e+01 
 4.81866605e+05  7.10570718e+00 -8.76442722e+01 
 5.09702863e+05  6.61945933e+00 -8.79619251e+01 
 5.39147154e+05  6.13288082e+00 -8.82732526e+01 
 5.70292370e+05  5.64598690e+00 -8.85792078e+01 
 6.03236769e+05  5.15878889e+00 -8.88807289e+01 
 6.38084285e+05  4.67129437e+00 -8.91787414e+01 
 6.74944857e+05  4.18350724e+00 -8.94741603e+01 
 7.13934775e+05  3.69542776e+00 -8.97678926e+01 
 7.55177045e+05  3.20705259e+00 -9.00608389e+01 
 7.98801781e+05  2.71837471e+00 -9.03538961e+01 
 8.44946611e+05  2.22938340e+00 -9.06479589e+01 
 8.93757115e+05  1.74006405e+00 -9.09439222e+01 
 9.45387283e+05  1.25039805e+00 -9.12426830e+01 
 1.00000000e+06  7.60362539e-01 -9.15451420e+01 
 1.05776756e+06  2.69930193e-01 -9.18522053e+01 
 1.11887221e+06 -2.20931120e-01 -9.21647861e+01 
 1.18350673e+06 -7.12258671e-01 -9.24838061e+01 
 1.25187503e+06 -1.20409528e+00 -9.28101963e+01 
 1.32419279e+06 -1.69648978e+00 -9.31448984e+01 
 1.40068818e+06 -2.18949753e+00 -9.34888649e+01 
 1.48160252e+06 -2.68318097e+00 -9.38430599e+01 
 1.56719108e+06 -3.17761028e+00 -9.42084583e+01 
 1.65772389e+06 -3.67286404e+00 -9.45860457e+01 
 1.75348655e+06 -4.16903003e+00 -9.49768169e+01 
 1.85478119e+06 -4.66620596e+00 -9.53817741e+01 
 1.96192737e+06 -5.16450040e+00 -9.58019241e+01 
 2.07526313e+06 -5.66403366e+00 -9.62382749e+01 
 2.19514602e+06 -6.16493876e+00 -9.66918309e+01 
 2.32195425e+06 -6.66736238e+00 -9.71635872e+01 
 2.45608788e+06 -7.17146590e+00 -9.76545226e+01 
 2.59797009e+06 -7.67742640e+00 -9.81655906e+01 
 2.74804848e+06 -8.18543756e+00 -9.86977093e+01 
 2.90679654e+06 -8.69571061e+00 -9.92517490e+01 
 3.07471508e+06 -9.20847512e+00 -9.98285179e+01 
